handle,live_or_simulcast,location,month,year
268798.3,LIVE,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",January,2012
2529237.4,SIMS,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",January,2012
110511.1,LIVE,ARLINGTON AT HODGKINS - OTB,January,2012
1257378.1,SIMS,ARLINGTON AT HODGKINS - OTB,January,2012
70069.3,LIVE,ARLINGTON AT VILLA PARK - OTB,January,2012
762329.2,SIMS,ARLINGTON AT VILLA PARK - OTB,January,2012
83177.1,LIVE,ARLINGTON AT WAUKEGAN - OTB,January,2012
1406680.8,SIMS,ARLINGTON AT WAUKEGAN - OTB,January,2012
156604.7,LIVE,ARLINGTON PARK RACECOURSE - IT.,January,2012
617239.5,SIMS,ARLINGTON PARK RACECOURSE - IT.,January,2012
2876443.5,SIMS,"ARLINGTON PARK RACECOURSE, LLC.",January,2012
27840.0,LIVE,BALMORAL AT CHAMPAIGN - OTB,January,2012
281339.0,SIMS,BALMORAL AT CHAMPAIGN - OTB,January,2012
250390.4,LIVE,BALMORAL AT CRESTWOOD - OTB,January,2012
1770765.5,SIMS,BALMORAL AT CRESTWOOD - OTB,January,2012
18672.5,LIVE,BALMORAL AT NORMAL - OTB,January,2012
265211.2,SIMS,BALMORAL AT NORMAL - OTB,January,2012
517400.4,LIVE,"BALMORAL RACING CLUB, INC.",January,2012
229693.2,SIMS,"BALMORAL RACING CLUB, INC.",January,2012
27351.8,LIVE,"BALMORAL RACING CLUB, INC. - IT.",January,2012
623264.5,SIMS,"BALMORAL RACING CLUB, INC. - IT.",January,2012
15568.8,LIVE,FAIRMOUNT AT ALTON - OTB,January,2012
305344.1,SIMS,FAIRMOUNT AT ALTON - OTB,January,2012
48186.2,LIVE,FAIRMOUNT AT SAUGET - OTB,January,2012
650175.8,SIMS,FAIRMOUNT AT SAUGET - OTB,January,2012
21145.1,LIVE,FAIRMOUNT AT SPRINGFIELD - OTB,January,2012
353469.7,SIMS,FAIRMOUNT AT SPRINGFIELD - OTB,January,2012
76529.9,LIVE,"FAIRMOUNT PARK, INC. - IT.",January,2012
1594621.5,SIMS,"FAIRMOUNT PARK, INC. - IT.",January,2012
48617.8,LIVE,HAWTHORNE AT AURORA - OTB,January,2012
531564.6,SIMS,HAWTHORNE AT AURORA - OTB,January,2012
17234.8,LIVE,HAWTHORNE AT BUFFALO GROVE - OTB,January,2012
385682.5,SIMS,HAWTHORNE AT BUFFALO GROVE - OTB,January,2012
216245.8,LIVE,"HAWTHORNE AT CHICAGO, CORLISS - OTB",January,2012
1506662.2,SIMS,"HAWTHORNE AT CHICAGO, CORLISS - OTB",January,2012
106524.1,LIVE,HAWTHORNE AT JOLIET - OTB,January,2012
725316.8,SIMS,HAWTHORNE AT JOLIET - OTB,January,2012
109373.8,LIVE,HAWTHORNE AT MOKENA - OTB,January,2012
814869.3,SIMS,HAWTHORNE AT MOKENA - OTB,January,2012
16115.6,LIVE,HAWTHORNE AT YORKVILLE - OTB,January,2012
138525.7,SIMS,HAWTHORNE AT YORKVILLE - OTB,January,2012
176199.1,LIVE,"HAWTHORNE RACE COURSE, INC. - IT.",January,2012
2684163.5,SIMS,"HAWTHORNE RACE COURSE, INC. - IT.",January,2012
41346.8,LIVE,MAYWOOD AT ELK GROVE VILLAGE - OTB,January,2012
523791.5,SIMS,MAYWOOD AT ELK GROVE VILLAGE - OTB,January,2012
142556.6,LIVE,MAYWOOD AT NILES - OTB,January,2012
1833272.5,SIMS,MAYWOOD AT NILES - OTB,January,2012
34892.2,LIVE,MAYWOOD AT NORTH AURORA - OTB,January,2012
412744.9,SIMS,MAYWOOD AT NORTH AURORA - OTB,January,2012
154992.0,LIVE,MAYWOOD AT OAKBROOK - OTB,January,2012
1691315.9,SIMS,MAYWOOD AT OAKBROOK - OTB,January,2012
222549.0,LIVE,MAYWOOD PARK TROTTING ASSOCIATION - IT.,January,2012
2333772.4,SIMS,MAYWOOD PARK TROTTING ASSOCIATION - IT.,January,2012
227286.9,LIVE,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",January,2012
292886.5,SIMS,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",January,2012
27131.1,LIVE,QUAD CITY AT LOCKPORT - OTB,January,2012
433359.5,SIMS,QUAD CITY AT LOCKPORT - OTB,January,2012
26749.8,LIVE,QUAD CITY AT MCHENRY - OTB,January,2012
631561.5,SIMS,QUAD CITY AT MCHENRY - OTB,January,2012
55313.8,LIVE,QUAD CITY AT ROCKFORD - OTB,January,2012
561629.9,SIMS,QUAD CITY AT ROCKFORD - OTB,January,2012
27620.5,LIVE,QUAD CITY AT SOUTH BELOIT - OTB,January,2012
261887.1,SIMS,QUAD CITY AT SOUTH BELOIT - OTB,January,2012
23784.8,LIVE,QUAD CITY AT SOUTH ELGIN - OTB,January,2012
435767.2,SIMS,QUAD CITY AT SOUTH ELGIN - OTB,January,2012
61601.9,LIVE,"QUAD CITY DOWNS, INC. - IT.",January,2012
514050.5,SIMS,"QUAD CITY DOWNS, INC. - IT.",January,2012
243279.8,LIVE,TWIN SPIRES/YOUBET,January,2012
4415349.5,SIMS,TWIN SPIRES/YOUBET,January,2012
147324.4,LIVE,TVG,January,2012
2727043.3,SIMS,TVG,January,2012
31754.4,LIVE,BETZOTIC,January,2012
79258.2,SIMS,BETZOTIC,January,2012
58078.3,LIVE,XPRESSBET,January,2012
990791.7,SIMS,XPRESSBET,January,2012
350702.2,LIVE,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",February,2012
2607352.0,SIMS,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",February,2012
190898.3,LIVE,ARLINGTON AT HODGKINS - OTB,February,2012
1317911.5,SIMS,ARLINGTON AT HODGKINS - OTB,February,2012
112252.7,LIVE,ARLINGTON AT VILLA PARK - OTB,February,2012
802373.8,SIMS,ARLINGTON AT VILLA PARK - OTB,February,2012
138491.3,LIVE,ARLINGTON AT WAUKEGAN - OTB,February,2012
1517250.5,SIMS,ARLINGTON AT WAUKEGAN - OTB,February,2012
366773.3,LIVE,ARLINGTON PARK RACECOURSE - IT.,February,2012
2262183.1,SIMS,ARLINGTON PARK RACECOURSE - IT.,February,2012
1430146.4,SIMS,"ARLINGTON PARK RACECOURSE, LLC.",February,2012
41085.5,LIVE,BALMORAL AT CHAMPAIGN - OTB,February,2012
329132.3,SIMS,BALMORAL AT CHAMPAIGN - OTB,February,2012
374530.3,LIVE,BALMORAL AT CRESTWOOD - OTB,February,2012
1998109.6,SIMS,BALMORAL AT CRESTWOOD - OTB,February,2012
30320.3,LIVE,BALMORAL AT NORMAL - OTB,February,2012
301191.4,SIMS,BALMORAL AT NORMAL - OTB,February,2012
653116.7,LIVE,"BALMORAL RACING CLUB, INC.",February,2012
296883.5,SIMS,"BALMORAL RACING CLUB, INC.",February,2012
68091.8,LIVE,"BALMORAL RACING CLUB, INC. - IT.",February,2012
666443.2,SIMS,"BALMORAL RACING CLUB, INC. - IT.",February,2012
30949.0,LIVE,FAIRMOUNT AT ALTON - OTB,February,2012
362974.6,SIMS,FAIRMOUNT AT ALTON - OTB,February,2012
67693.6,LIVE,FAIRMOUNT AT SAUGET - OTB,February,2012
801381.6,SIMS,FAIRMOUNT AT SAUGET - OTB,February,2012
38450.8,LIVE,FAIRMOUNT AT SPRINGFIELD - OTB,February,2012
350113.2,SIMS,FAIRMOUNT AT SPRINGFIELD - OTB,February,2012
181361.1,LIVE,"FAIRMOUNT PARK, INC. - IT.",February,2012
1785951.9,SIMS,"FAIRMOUNT PARK, INC. - IT.",February,2012
92343.4,LIVE,HAWTHORNE AT AURORA - OTB,February,2012
556015.7,SIMS,HAWTHORNE AT AURORA - OTB,February,2012
39247.9,LIVE,HAWTHORNE AT BUFFALO GROVE - OTB,February,2012
511379.3,SIMS,HAWTHORNE AT BUFFALO GROVE - OTB,February,2012
358975.9,LIVE,"HAWTHORNE AT CHICAGO, CORLISS - OTB",February,2012
1772662.9,SIMS,"HAWTHORNE AT CHICAGO, CORLISS - OTB",February,2012
209634.1,LIVE,HAWTHORNE AT JOLIET - OTB,February,2012
993977.8,SIMS,HAWTHORNE AT JOLIET - OTB,February,2012
184256.0,LIVE,HAWTHORNE AT MOKENA - OTB,February,2012
914735.4,SIMS,HAWTHORNE AT MOKENA - OTB,February,2012
718561.0,LIVE,"HAWTHORNE RACE COURSE, INC.",February,2012
1741867.7,SIMS,"HAWTHORNE RACE COURSE, INC.",February,2012
212478.9,LIVE,"HAWTHORNE RACE COURSE, INC. - IT.",February,2012
1789520.4,SIMS,"HAWTHORNE RACE COURSE, INC. - IT.",February,2012
97898.7,LIVE,MAYWOOD AT ELK GROVE VILLAGE - OTB,February,2012
511250.9,SIMS,MAYWOOD AT ELK GROVE VILLAGE - OTB,February,2012
245626.7,LIVE,MAYWOOD AT NILES - OTB,February,2012
1842632.3,SIMS,MAYWOOD AT NILES - OTB,February,2012
55292.4,LIVE,MAYWOOD AT NORTH AURORA - OTB,February,2012
491504.7,SIMS,MAYWOOD AT NORTH AURORA - OTB,February,2012
284808.5,LIVE,MAYWOOD AT OAKBROOK - OTB,February,2012
1774507.7,SIMS,MAYWOOD AT OAKBROOK - OTB,February,2012
328959.7,LIVE,MAYWOOD PARK TROTTING ASSOCIATION - IT.,February,2012
2492827.1,SIMS,MAYWOOD PARK TROTTING ASSOCIATION - IT.,February,2012
324465.6,LIVE,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",February,2012
426240.9,SIMS,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",February,2012
56704.7,LIVE,QUAD CITY AT LOCKPORT - OTB,February,2012
414251.5,SIMS,QUAD CITY AT LOCKPORT - OTB,February,2012
64517.1,LIVE,QUAD CITY AT MCHENRY - OTB,February,2012
706759.5,SIMS,QUAD CITY AT MCHENRY - OTB,February,2012
91700.1,LIVE,QUAD CITY AT ROCKFORD - OTB,February,2012
649025.0,SIMS,QUAD CITY AT ROCKFORD - OTB,February,2012
36976.7,LIVE,QUAD CITY AT SOUTH BELOIT - OTB,February,2012
356244.5,SIMS,QUAD CITY AT SOUTH BELOIT - OTB,February,2012
55234.2,LIVE,QUAD CITY AT SOUTH ELGIN - OTB,February,2012
572052.9,SIMS,QUAD CITY AT SOUTH ELGIN - OTB,February,2012
78676.5,LIVE,"QUAD CITY DOWNS, INC. - IT.",February,2012
560370.5,SIMS,"QUAD CITY DOWNS, INC. - IT.",February,2012
422154.8,LIVE,TWIN SPIRES/YOUBET,February,2012
4755801.6,SIMS,TWIN SPIRES/YOUBET,February,2012
259387.8,LIVE,TVG,February,2012
2832415.8,SIMS,TVG,February,2012
30355.0,LIVE,BETZOTIC,February,2012
87599.0,SIMS,BETZOTIC,February,2012
104311.2,LIVE,XPRESSBET,February,2012
1048306.1,SIMS,XPRESSBET,February,2012
500663.6,LIVE,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",March,2012
2787613.0,SIMS,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",March,2012
262314.1,LIVE,ARLINGTON AT HODGKINS - OTB,March,2012
1189352.2,SIMS,ARLINGTON AT HODGKINS - OTB,March,2012
172728.8,LIVE,ARLINGTON AT VILLA PARK - OTB,March,2012
932547.0,SIMS,ARLINGTON AT VILLA PARK - OTB,March,2012
221502.9,LIVE,ARLINGTON AT WAUKEGAN - OTB,March,2012
1575898.3,SIMS,ARLINGTON AT WAUKEGAN - OTB,March,2012
598686.4,LIVE,ARLINGTON PARK RACECOURSE - IT.,March,2012
4066284.1,SIMS,ARLINGTON PARK RACECOURSE - IT.,March,2012
50979.9,LIVE,BALMORAL AT CHAMPAIGN - OTB,March,2012
307286.5,SIMS,BALMORAL AT CHAMPAIGN - OTB,March,2012
580922.7,LIVE,BALMORAL AT CRESTWOOD - OTB,March,2012
1988197.1,SIMS,BALMORAL AT CRESTWOOD - OTB,March,2012
53959.6,LIVE,BALMORAL AT NORMAL - OTB,March,2012
356058.8,SIMS,BALMORAL AT NORMAL - OTB,March,2012
783165.2,LIVE,"BALMORAL RACING CLUB, INC.",March,2012
320012.0,SIMS,"BALMORAL RACING CLUB, INC.",March,2012
104073.2,LIVE,"BALMORAL RACING CLUB, INC. - IT.",March,2012
697021.1,SIMS,"BALMORAL RACING CLUB, INC. - IT.",March,2012
52693.6,LIVE,FAIRMOUNT AT ALTON - OTB,March,2012
439230.2,SIMS,FAIRMOUNT AT ALTON - OTB,March,2012
101493.2,LIVE,FAIRMOUNT AT SAUGET - OTB,March,2012
761916.3,SIMS,FAIRMOUNT AT SAUGET - OTB,March,2012
54894.5,LIVE,FAIRMOUNT AT SPRINGFIELD - OTB,March,2012
380218.2,SIMS,FAIRMOUNT AT SPRINGFIELD - OTB,March,2012
278289.8,LIVE,"FAIRMOUNT PARK, INC. - IT.",March,2012
1947843.8,SIMS,"FAIRMOUNT PARK, INC. - IT.",March,2012
138763.0,LIVE,HAWTHORNE AT AURORA - OTB,March,2012
609734.8,SIMS,HAWTHORNE AT AURORA - OTB,March,2012
70254.0,LIVE,HAWTHORNE AT BUFFALO GROVE - OTB,March,2012
460914.9,SIMS,HAWTHORNE AT BUFFALO GROVE - OTB,March,2012
504653.0,LIVE,"HAWTHORNE AT CHICAGO, CORLISS - OTB",March,2012
1818167.0,SIMS,"HAWTHORNE AT CHICAGO, CORLISS - OTB",March,2012
232873.0,LIVE,HAWTHORNE AT JOLIET - OTB,March,2012
822681.5,SIMS,HAWTHORNE AT JOLIET - OTB,March,2012
236725.0,LIVE,HAWTHORNE AT MOKENA - OTB,March,2012
850918.8,SIMS,HAWTHORNE AT MOKENA - OTB,March,2012
1560269.0,LIVE,"HAWTHORNE RACE COURSE, INC.",March,2012
3319371.8,SIMS,"HAWTHORNE RACE COURSE, INC.",March,2012
257630.7,LIVE,"HAWTHORNE RACE COURSE, INC. - IT.",March,2012
660014.3,SIMS,"HAWTHORNE RACE COURSE, INC. - IT.",March,2012
126759.3,LIVE,MAYWOOD AT ELK GROVE VILLAGE - OTB,March,2012
501609.5,SIMS,MAYWOOD AT ELK GROVE VILLAGE - OTB,March,2012
396384.7,LIVE,MAYWOOD AT NILES - OTB,March,2012
2053058.2,SIMS,MAYWOOD AT NILES - OTB,March,2012
82840.7,LIVE,MAYWOOD AT NORTH AURORA - OTB,March,2012
480000.5,SIMS,MAYWOOD AT NORTH AURORA - OTB,March,2012
463556.3,LIVE,MAYWOOD AT OAKBROOK - OTB,March,2012
1971891.0,SIMS,MAYWOOD AT OAKBROOK - OTB,March,2012
480910.7,LIVE,MAYWOOD PARK TROTTING ASSOCIATION - IT.,March,2012
2369315.8,SIMS,MAYWOOD PARK TROTTING ASSOCIATION - IT.,March,2012
438951.5,LIVE,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",March,2012
484073.2,SIMS,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",March,2012
82630.0,LIVE,QUAD CITY AT LOCKPORT - OTB,March,2012
451180.5,SIMS,QUAD CITY AT LOCKPORT - OTB,March,2012
110466.5,LIVE,QUAD CITY AT MCHENRY - OTB,March,2012
750138.7,SIMS,QUAD CITY AT MCHENRY - OTB,March,2012
123773.8,LIVE,QUAD CITY AT ROCKFORD - OTB,March,2012
663462.6,SIMS,QUAD CITY AT ROCKFORD - OTB,March,2012
56095.6,LIVE,QUAD CITY AT SOUTH BELOIT - OTB,March,2012
360445.2,SIMS,QUAD CITY AT SOUTH BELOIT - OTB,March,2012
108890.6,LIVE,QUAD CITY AT SOUTH ELGIN - OTB,March,2012
598654.2,SIMS,QUAD CITY AT SOUTH ELGIN - OTB,March,2012
108192.4,LIVE,"QUAD CITY DOWNS, INC. - IT.",March,2012
598244.5,SIMS,"QUAD CITY DOWNS, INC. - IT.",March,2012
638359.5,LIVE,TWIN SPIRES/YOUBET,March,2012
5123075.3,SIMS,TWIN SPIRES/YOUBET,March,2012
419500.9,LIVE,TVG,March,2012
2898914.8,SIMS,TVG,March,2012
32233.7,LIVE,BETZOTIC,March,2012
72510.0,SIMS,BETZOTIC,March,2012
183241.1,LIVE,XPRESSBET,March,2012
1205056.9,SIMS,XPRESSBET,March,2012
516676.3,LIVE,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",April,2012
2631579.2,SIMS,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",April,2012
244023.1,LIVE,ARLINGTON AT HODGKINS - OTB,April,2012
989975.1,SIMS,ARLINGTON AT HODGKINS - OTB,April,2012
12568.9,LIVE,ARLINGTON AT ORLAND HILLS - OTB,April,2012
38946.5,SIMS,ARLINGTON AT ORLAND HILLS - OTB,April,2012
171926.0,LIVE,ARLINGTON AT VILLA PARK - OTB,April,2012
831937.6,SIMS,ARLINGTON AT VILLA PARK - OTB,April,2012
222580.6,LIVE,ARLINGTON AT WAUKEGAN - OTB,April,2012
1385477.7,SIMS,ARLINGTON AT WAUKEGAN - OTB,April,2012
718218.4,LIVE,ARLINGTON PARK RACECOURSE - IT.,April,2012
3656196.9,SIMS,ARLINGTON PARK RACECOURSE - IT.,April,2012
50412.3,LIVE,BALMORAL AT CHAMPAIGN - OTB,April,2012
293980.8,SIMS,BALMORAL AT CHAMPAIGN - OTB,April,2012
537916.0,LIVE,BALMORAL AT CRESTWOOD - OTB,April,2012
1711131.7,SIMS,BALMORAL AT CRESTWOOD - OTB,April,2012
66124.3,LIVE,BALMORAL AT NORMAL - OTB,April,2012
361964.1,SIMS,BALMORAL AT NORMAL - OTB,April,2012
761788.2,LIVE,"BALMORAL RACING CLUB, INC.",April,2012
320020.5,SIMS,"BALMORAL RACING CLUB, INC.",April,2012
114012.1,LIVE,"BALMORAL RACING CLUB, INC. - IT.",April,2012
663155.3,SIMS,"BALMORAL RACING CLUB, INC. - IT.",April,2012
68265.7,LIVE,FAIRMOUNT AT ALTON - OTB,April,2012
373412.0,SIMS,FAIRMOUNT AT ALTON - OTB,April,2012
143108.9,LIVE,FAIRMOUNT AT SAUGET - OTB,April,2012
648625.0,SIMS,FAIRMOUNT AT SAUGET - OTB,April,2012
70463.4,LIVE,FAIRMOUNT AT SPRINGFIELD - OTB,April,2012
342753.9,SIMS,FAIRMOUNT AT SPRINGFIELD - OTB,April,2012
1024691.5,LIVE,"FAIRMOUNT PARK, INC.",April,2012
231655.8,LIVE,"FAIRMOUNT PARK, INC. - IT.",April,2012
1660023.6,SIMS,"FAIRMOUNT PARK, INC. - IT.",April,2012
140079.1,LIVE,HAWTHORNE AT AURORA - OTB,April,2012
491910.7,SIMS,HAWTHORNE AT AURORA - OTB,April,2012
51772.7,LIVE,HAWTHORNE AT BUFFALO GROVE - OTB,April,2012
288553.9,SIMS,HAWTHORNE AT BUFFALO GROVE - OTB,April,2012
460619.3,LIVE,"HAWTHORNE AT CHICAGO, CORLISS - OTB",April,2012
1536416.8,SIMS,"HAWTHORNE AT CHICAGO, CORLISS - OTB",April,2012
21820.7,LIVE,HAWTHORNE AT GLENDALE HEIGHTS - OTB,April,2012
79539.1,SIMS,HAWTHORNE AT GLENDALE HEIGHTS - OTB,April,2012
232172.2,LIVE,HAWTHORNE AT JOLIET - OTB,April,2012
800858.9,SIMS,HAWTHORNE AT JOLIET - OTB,April,2012
234352.8,LIVE,HAWTHORNE AT MOKENA - OTB,April,2012
814301.2,SIMS,HAWTHORNE AT MOKENA - OTB,April,2012
12688.9,LIVE,HAWTHORNE AT PROSPECT HEIGHTS - OTB,April,2012
48818.2,SIMS,HAWTHORNE AT PROSPECT HEIGHTS - OTB,April,2012
1897617.4,LIVE,"HAWTHORNE RACE COURSE, INC.",April,2012
3021731.8,SIMS,"HAWTHORNE RACE COURSE, INC.",April,2012
223566.3,LIVE,"HAWTHORNE RACE COURSE, INC. - IT.",April,2012
596352.6,SIMS,"HAWTHORNE RACE COURSE, INC. - IT.",April,2012
125466.0,LIVE,MAYWOOD AT ELK GROVE VILLAGE - OTB,April,2012
462237.9,SIMS,MAYWOOD AT ELK GROVE VILLAGE - OTB,April,2012
390787.0,LIVE,MAYWOOD AT NILES - OTB,April,2012
1755178.8,SIMS,MAYWOOD AT NILES - OTB,April,2012
101595.9,LIVE,MAYWOOD AT NORTH AURORA - OTB,April,2012
431933.8,SIMS,MAYWOOD AT NORTH AURORA - OTB,April,2012
456393.7,LIVE,MAYWOOD AT OAKBROOK - OTB,April,2012
1732510.2,SIMS,MAYWOOD AT OAKBROOK - OTB,April,2012
496256.6,LIVE,MAYWOOD PARK TROTTING ASSOCIATION - IT.,April,2012
2199550.5,SIMS,MAYWOOD PARK TROTTING ASSOCIATION - IT.,April,2012
338369.3,LIVE,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",April,2012
338686.7,SIMS,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",April,2012
85261.8,LIVE,QUAD CITY AT LOCKPORT - OTB,April,2012
364243.8,SIMS,QUAD CITY AT LOCKPORT - OTB,April,2012
118332.5,LIVE,QUAD CITY AT MCHENRY - OTB,April,2012
605957.9,SIMS,QUAD CITY AT MCHENRY - OTB,April,2012
126144.1,LIVE,QUAD CITY AT ROCKFORD - OTB,April,2012
605891.7,SIMS,QUAD CITY AT ROCKFORD - OTB,April,2012
58508.0,LIVE,QUAD CITY AT SOUTH BELOIT - OTB,April,2012
331458.4,SIMS,QUAD CITY AT SOUTH BELOIT - OTB,April,2012
128671.8,LIVE,QUAD CITY AT SOUTH ELGIN - OTB,April,2012
484049.0,SIMS,QUAD CITY AT SOUTH ELGIN - OTB,April,2012
97175.3,LIVE,"QUAD CITY DOWNS, INC. - IT.",April,2012
526336.4,SIMS,"QUAD CITY DOWNS, INC. - IT.",April,2012
749132.4,LIVE,TWIN SPIRES/YOUBET,April,2012
4534404.3,SIMS,TWIN SPIRES/YOUBET,April,2012
450693.5,LIVE,TVG,April,2012
2762282.3,SIMS,TVG,April,2012
36422.8,LIVE,BETZOTIC,April,2012
93823.6,SIMS,BETZOTIC,April,2012
228848.7,LIVE,XPRESSBET,April,2012
1108525.6,SIMS,XPRESSBET,April,2012
539944.9,LIVE,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",May,2012
3203950.0,SIMS,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",May,2012
271286.6,LIVE,ARLINGTON AT HODGKINS - OTB,May,2012
1424526.7,SIMS,ARLINGTON AT HODGKINS - OTB,May,2012
79369.9,LIVE,ARLINGTON AT ORLAND HILLS - OTB,May,2012
375272.5,SIMS,ARLINGTON AT ORLAND HILLS - OTB,May,2012
157409.0,LIVE,ARLINGTON AT VILLA PARK - OTB,May,2012
821257.3,SIMS,ARLINGTON AT VILLA PARK - OTB,May,2012
269168.3,LIVE,ARLINGTON AT WAUKEGAN - OTB,May,2012
1821055.1,SIMS,ARLINGTON AT WAUKEGAN - OTB,May,2012
237145.8,LIVE,ARLINGTON PARK RACECOURSE - IT.,May,2012
977068.1,SIMS,ARLINGTON PARK RACECOURSE - IT.,May,2012
6214652.3,LIVE,"ARLINGTON PARK RACECOURSE, LLC.",May,2012
5946898.8,SIMS,"ARLINGTON PARK RACECOURSE, LLC.",May,2012
55647.9,LIVE,BALMORAL AT CHAMPAIGN - OTB,May,2012
498694.3,SIMS,BALMORAL AT CHAMPAIGN - OTB,May,2012
572933.0,LIVE,BALMORAL AT CRESTWOOD - OTB,May,2012
2373323.1,SIMS,BALMORAL AT CRESTWOOD - OTB,May,2012
61410.9,LIVE,BALMORAL AT NORMAL - OTB,May,2012
512365.2,SIMS,BALMORAL AT NORMAL - OTB,May,2012
738888.6,LIVE,"BALMORAL RACING CLUB, INC.",May,2012
299262.4,SIMS,"BALMORAL RACING CLUB, INC.",May,2012
121647.9,LIVE,"BALMORAL RACING CLUB, INC. - IT.",May,2012
822094.6,SIMS,"BALMORAL RACING CLUB, INC. - IT.",May,2012
69023.8,LIVE,FAIRMOUNT AT ALTON - OTB,May,2012
529595.4,SIMS,FAIRMOUNT AT ALTON - OTB,May,2012
148573.7,LIVE,FAIRMOUNT AT SAUGET - OTB,May,2012
877725.5,SIMS,FAIRMOUNT AT SAUGET - OTB,May,2012
75991.0,LIVE,FAIRMOUNT AT SPRINGFIELD - OTB,May,2012
626847.5,SIMS,FAIRMOUNT AT SPRINGFIELD - OTB,May,2012
1787173.5,LIVE,"FAIRMOUNT PARK, INC.",May,2012
293268.6,LIVE,"FAIRMOUNT PARK, INC. - IT.",May,2012
2856342.1,SIMS,"FAIRMOUNT PARK, INC. - IT.",May,2012
159220.4,LIVE,HAWTHORNE AT AURORA - OTB,May,2012
710027.7,SIMS,HAWTHORNE AT AURORA - OTB,May,2012
474177.0,LIVE,"HAWTHORNE AT CHICAGO, CORLISS - OTB",May,2012
1710094.6,SIMS,"HAWTHORNE AT CHICAGO, CORLISS - OTB",May,2012
172863.0,LIVE,HAWTHORNE AT GLENDALE HEIGHTS - OTB,May,2012
700051.7,SIMS,HAWTHORNE AT GLENDALE HEIGHTS - OTB,May,2012
223158.3,LIVE,HAWTHORNE AT JOLIET - OTB,May,2012
1105001.0,SIMS,HAWTHORNE AT JOLIET - OTB,May,2012
183324.6,LIVE,HAWTHORNE AT MOKENA - OTB,May,2012
1031099.4,SIMS,HAWTHORNE AT MOKENA - OTB,May,2012
99959.9,LIVE,HAWTHORNE AT PROSPECT HEIGHTS - OTB,May,2012
507766.4,SIMS,HAWTHORNE AT PROSPECT HEIGHTS - OTB,May,2012
1275.0,SIMS,"HAWTHORNE RACE COURSE, INC.",May,2012
723290.5,LIVE,"HAWTHORNE RACE COURSE, INC. - IT.",May,2012
2816363.9,SIMS,"HAWTHORNE RACE COURSE, INC. - IT.",May,2012
131439.7,LIVE,MAYWOOD AT ELK GROVE VILLAGE - OTB,May,2012
497745.6,SIMS,MAYWOOD AT ELK GROVE VILLAGE - OTB,May,2012
449192.7,LIVE,MAYWOOD AT NILES - OTB,May,2012
2278096.4,SIMS,MAYWOOD AT NILES - OTB,May,2012
102735.8,LIVE,MAYWOOD AT NORTH AURORA - OTB,May,2012
641168.5,SIMS,MAYWOOD AT NORTH AURORA - OTB,May,2012
471087.5,LIVE,MAYWOOD AT OAKBROOK - OTB,May,2012
2312295.0,SIMS,MAYWOOD AT OAKBROOK - OTB,May,2012
521119.3,LIVE,MAYWOOD PARK TROTTING ASSOCIATION - IT.,May,2012
2433046.3,SIMS,MAYWOOD PARK TROTTING ASSOCIATION - IT.,May,2012
358447.8,LIVE,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",May,2012
371503.3,SIMS,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",May,2012
84892.7,LIVE,QUAD CITY AT LOCKPORT - OTB,May,2012
561561.2,SIMS,QUAD CITY AT LOCKPORT - OTB,May,2012
122349.1,LIVE,QUAD CITY AT MCHENRY - OTB,May,2012
739111.5,SIMS,QUAD CITY AT MCHENRY - OTB,May,2012
145800.6,LIVE,QUAD CITY AT ROCKFORD - OTB,May,2012
889359.2,SIMS,QUAD CITY AT ROCKFORD - OTB,May,2012
66239.0,LIVE,QUAD CITY AT SOUTH BELOIT - OTB,May,2012
494984.8,SIMS,QUAD CITY AT SOUTH BELOIT - OTB,May,2012
113566.5,LIVE,QUAD CITY AT SOUTH ELGIN - OTB,May,2012
605855.8,SIMS,QUAD CITY AT SOUTH ELGIN - OTB,May,2012
111957.8,LIVE,"QUAD CITY DOWNS, INC. - IT.",May,2012
792778.7,SIMS,"QUAD CITY DOWNS, INC. - IT.",May,2012
1177020.5,LIVE,TWIN SPIRES/YOUBET,May,2012
6269554.86,SIMS,TWIN SPIRES/YOUBET,May,2012
485931.3,LIVE,TVG,May,2012
3660440.7,SIMS,TVG,May,2012
60906.2,LIVE,BETZOTIC,May,2012
189383.6,SIMS,BETZOTIC,May,2012
288027.8,LIVE,XPRESSBET,May,2012
