handle,live_or_simulcast,location,month,year
467529.7,SIMS,ARLINGTON AT ORLAND HILLS - OTB,November,2012
135641.4,LIVE,ARLINGTON AT VILLA PARK - OTB,November,2012
765431.4,SIMS,ARLINGTON AT VILLA PARK - OTB,November,2012
241814.8,LIVE,ARLINGTON AT WAUKEGAN - OTB,November,2012
1613754.4,SIMS,ARLINGTON AT WAUKEGAN - OTB,November,2012
732724.8,LIVE,ARLINGTON PARK RACECOURSE - IT.,November,2012
3927819.6,SIMS,ARLINGTON PARK RACECOURSE - IT.,November,2012
47058.1,LIVE,BALMORAL AT CHAMPAIGN - OTB,November,2012
300885.3,SIMS,BALMORAL AT CHAMPAIGN - OTB,November,2012
429431.2,LIVE,BALMORAL AT CRESTWOOD - OTB,November,2012
1382618.2,SIMS,BALMORAL AT CRESTWOOD - OTB,November,2012
49522.5,LIVE,BALMORAL AT NORMAL - OTB,November,2012
295211.9,SIMS,BALMORAL AT NORMAL - OTB,November,2012
639481.4,LIVE,"BALMORAL RACING CLUB, INC.",November,2012
237213.3,SIMS,"BALMORAL RACING CLUB, INC.",November,2012
105279.2,LIVE,"BALMORAL RACING CLUB, INC. - IT.",November,2012
661955.2,SIMS,"BALMORAL RACING CLUB, INC. - IT.",November,2012
52262.4,LIVE,FAIRMOUNT AT ALTON - OTB,November,2012
389200.4,SIMS,FAIRMOUNT AT ALTON - OTB,November,2012
100733.0,LIVE,FAIRMOUNT AT SAUGET - OTB,November,2012
686950.3,SIMS,FAIRMOUNT AT SAUGET - OTB,November,2012
57960.6,LIVE,FAIRMOUNT AT SPRINGFIELD - OTB,November,2012
322043.8,SIMS,FAIRMOUNT AT SPRINGFIELD - OTB,November,2012
292936.0,LIVE,"FAIRMOUNT PARK, INC. - IT.",November,2012
1873750.9,SIMS,"FAIRMOUNT PARK, INC. - IT.",November,2012
124971.8,LIVE,HAWTHORNE AT AURORA - OTB,November,2012
508059.8,SIMS,HAWTHORNE AT AURORA - OTB,November,2012
423710.1,LIVE,"HAWTHORNE AT CHICAGO, CORLISS - OTB",November,2012
1392833.4,SIMS,"HAWTHORNE AT CHICAGO, CORLISS - OTB",November,2012
131664.9,LIVE,HAWTHORNE AT GLENDALE HEIGHTS - OTB,November,2012
526602.4,SIMS,HAWTHORNE AT GLENDALE HEIGHTS - OTB,November,2012
183108.8,LIVE,HAWTHORNE AT JOLIET - OTB,November,2012
696450.3,SIMS,HAWTHORNE AT JOLIET - OTB,November,2012
172728.9,LIVE,HAWTHORNE AT MOKENA - OTB,November,2012
585089.8,SIMS,HAWTHORNE AT MOKENA - OTB,November,2012
85763.2,LIVE,HAWTHORNE AT PROSPECT HEIGHTS - OTB,November,2012
462361.1,SIMS,HAWTHORNE AT PROSPECT HEIGHTS - OTB,November,2012
1504059.0,LIVE,"HAWTHORNE RACE COURSE, INC.",November,2012
2696617.65,SIMS,"HAWTHORNE RACE COURSE, INC.",November,2012
184684.2,LIVE,"HAWTHORNE RACE COURSE, INC. - IT.",November,2012
653120.6,SIMS,"HAWTHORNE RACE COURSE, INC. - IT.",November,2012
104604.7,LIVE,MAYWOOD AT ELK GROVE VILLAGE - OTB,November,2012
334733.0,SIMS,MAYWOOD AT ELK GROVE VILLAGE - OTB,November,2012
31809.1,LIVE,MAYWOOD AT HOFFMAN ESTATES - OTB,November,2012
159802.4,SIMS,MAYWOOD AT HOFFMAN ESTATES - OTB,November,2012
52766.4,LIVE,MAYWOOD AT LOCKPORT - OTB,November,2012
235954.9,SIMS,MAYWOOD AT LOCKPORT - OTB,November,2012
358540.7,LIVE,MAYWOOD AT NILES - OTB,November,2012
1700988.7,SIMS,MAYWOOD AT NILES - OTB,November,2012
81050.9,LIVE,MAYWOOD AT NORTH AURORA - OTB,November,2012
455297.4,SIMS,MAYWOOD AT NORTH AURORA - OTB,November,2012
388440.7,LIVE,MAYWOOD AT OAKBROOK - OTB,November,2012
1774593.0,SIMS,MAYWOOD AT OAKBROOK - OTB,November,2012
474909.1,LIVE,MAYWOOD PARK TROTTING ASSOCIATION - IT.,November,2012
1942782.1,SIMS,MAYWOOD PARK TROTTING ASSOCIATION - IT.,November,2012
460935.6,LIVE,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",November,2012
395975.7,SIMS,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",November,2012
17191.7,LIVE,QUAD CITY AT LOCKPORT - OTB,November,2012
108706.0,SIMS,QUAD CITY AT LOCKPORT - OTB,November,2012
112710.0,LIVE,QUAD CITY AT MCHENRY - OTB,November,2012
643744.3,SIMS,QUAD CITY AT MCHENRY - OTB,November,2012
142073.7,LIVE,QUAD CITY AT ROCKFORD - OTB,November,2012
790748.6,SIMS,QUAD CITY AT ROCKFORD - OTB,November,2012
99368.9,LIVE,QUAD CITY AT SOUTH ELGIN - OTB,November,2012
540674.8,SIMS,QUAD CITY AT SOUTH ELGIN - OTB,November,2012
105318.2,LIVE,"QUAD CITY DOWNS, INC. - IT.",November,2012
576080.1,SIMS,"QUAD CITY DOWNS, INC. - IT.",November,2012
672538.3,LIVE,TWIN SPIRES/YOUBET,November,2012
4658243.0,SIMS,TWIN SPIRES/YOUBET,November,2012
383982.1,LIVE,TVG,November,2012
3371205.3,SIMS,TVG,November,2012
55826.3,LIVE,BETZOTIC,November,2012
72984.0,SIMS,BETZOTIC,November,2012
197757.9,LIVE,XPRESSBET,November,2012
1166278.0,SIMS,XPRESSBET,November,2012
420653.8,LIVE,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",December,2012
1862314.5,SIMS,"ARLINGTON AT CHICAGO, JOE'S BAR - OTB",December,2012
266096.4,LIVE,ARLINGTON AT HODGKINS - OTB,December,2012
1216961.3,SIMS,ARLINGTON AT HODGKINS - OTB,December,2012
116880.3,LIVE,ARLINGTON AT ORLAND HILLS - OTB,December,2012
339491.9,SIMS,ARLINGTON AT ORLAND HILLS - OTB,December,2012
140437.7,LIVE,ARLINGTON AT VILLA PARK - OTB,December,2012
698950.7,SIMS,ARLINGTON AT VILLA PARK - OTB,December,2012
214798.2,LIVE,ARLINGTON AT WAUKEGAN - OTB,December,2012
1377426.0,SIMS,ARLINGTON AT WAUKEGAN - OTB,December,2012
692250.6,LIVE,ARLINGTON PARK RACECOURSE - IT.,December,2012
3449956.0,SIMS,ARLINGTON PARK RACECOURSE - IT.,December,2012
42293.6,LIVE,BALMORAL AT CHAMPAIGN - OTB,December,2012
293206.1,SIMS,BALMORAL AT CHAMPAIGN - OTB,December,2012
460925.3,LIVE,BALMORAL AT CRESTWOOD - OTB,December,2012
1242645.3,SIMS,BALMORAL AT CRESTWOOD - OTB,December,2012
52045.7,LIVE,BALMORAL AT NORMAL - OTB,December,2012
262747.9,SIMS,BALMORAL AT NORMAL - OTB,December,2012
656331.5,LIVE,"BALMORAL RACING CLUB, INC.",December,2012
258380.3,SIMS,"BALMORAL RACING CLUB, INC.",December,2012
92761.3,LIVE,"BALMORAL RACING CLUB, INC. - IT.",December,2012
549924.0,SIMS,"BALMORAL RACING CLUB, INC. - IT.",December,2012
47300.1,LIVE,FAIRMOUNT AT ALTON - OTB,December,2012
331217.1,SIMS,FAIRMOUNT AT ALTON - OTB,December,2012
104691.7,LIVE,FAIRMOUNT AT SAUGET - OTB,December,2012
615486.0,SIMS,FAIRMOUNT AT SAUGET - OTB,December,2012
55898.9,LIVE,FAIRMOUNT AT SPRINGFIELD - OTB,December,2012
303195.7,SIMS,FAIRMOUNT AT SPRINGFIELD - OTB,December,2012
270624.9,LIVE,"FAIRMOUNT PARK, INC. - IT.",December,2012
1540718.6,SIMS,"FAIRMOUNT PARK, INC. - IT.",December,2012
131866.1,LIVE,HAWTHORNE AT AURORA - OTB,December,2012
458222.15,SIMS,HAWTHORNE AT AURORA - OTB,December,2012
435974.2,LIVE,"HAWTHORNE AT CHICAGO, CORLISS - OTB",December,2012
1418943.4,SIMS,"HAWTHORNE AT CHICAGO, CORLISS - OTB",December,2012
182595.7,LIVE,HAWTHORNE AT GLENDALE HEIGHTS - OTB,December,2012
602688.2,SIMS,HAWTHORNE AT GLENDALE HEIGHTS - OTB,December,2012
219836.7,LIVE,HAWTHORNE AT JOLIET - OTB,December,2012
711140.15,SIMS,HAWTHORNE AT JOLIET - OTB,December,2012
185046.0,LIVE,HAWTHORNE AT MOKENA - OTB,December,2012
610644.3,SIMS,HAWTHORNE AT MOKENA - OTB,December,2012
74224.2,LIVE,HAWTHORNE AT PROSPECT HEIGHTS - OTB,December,2012
363826.7,SIMS,HAWTHORNE AT PROSPECT HEIGHTS - OTB,December,2012
1362702.2,LIVE,"HAWTHORNE RACE COURSE, INC.",December,2012
2419344.7,SIMS,"HAWTHORNE RACE COURSE, INC.",December,2012
194876.7,LIVE,"HAWTHORNE RACE COURSE, INC. - IT.",December,2012
503992.2,SIMS,"HAWTHORNE RACE COURSE, INC. - IT.",December,2012
11294.1,LIVE,MAYWOOD AT ELK GROVE VILLAGE - OTB,December,2012
41598.8,SIMS,MAYWOOD AT ELK GROVE VILLAGE - OTB,December,2012
48082.4,LIVE,MAYWOOD AT HOFFMAN ESTATES - OTB,December,2012
237727.3,SIMS,MAYWOOD AT HOFFMAN ESTATES - OTB,December,2012
78449.2,LIVE,MAYWOOD AT LOCKPORT - OTB,December,2012
285230.2,SIMS,MAYWOOD AT LOCKPORT - OTB,December,2012
369328.7,LIVE,MAYWOOD AT NILES - OTB,December,2012
1630907.4,SIMS,MAYWOOD AT NILES - OTB,December,2012
74803.0,LIVE,MAYWOOD AT NORTH AURORA - OTB,December,2012
334203.6,SIMS,MAYWOOD AT NORTH AURORA - OTB,December,2012
429276.6,LIVE,MAYWOOD AT OAKBROOK - OTB,December,2012
1772522.3,SIMS,MAYWOOD AT OAKBROOK - OTB,December,2012
465079.1,LIVE,MAYWOOD PARK TROTTING ASSOCIATION - IT.,December,2012
1881066.3,SIMS,MAYWOOD PARK TROTTING ASSOCIATION - IT.,December,2012
347470.6,LIVE,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",December,2012
301682.0,SIMS,"MAYWOOD PARK TROTTING ASSOCIATION, INC.",December,2012
96758.3,LIVE,QUAD CITY AT MCHENRY - OTB,December,2012
510512.0,SIMS,QUAD CITY AT MCHENRY - OTB,December,2012
157661.7,LIVE,QUAD CITY AT ROCKFORD - OTB,December,2012
708999.7,SIMS,QUAD CITY AT ROCKFORD - OTB,December,2012
87182.9,LIVE,QUAD CITY AT SOUTH ELGIN - OTB,December,2012
387248.1,SIMS,QUAD CITY AT SOUTH ELGIN - OTB,December,2012
110787.5,LIVE,"QUAD CITY DOWNS, INC. - IT.",December,2012
493276.3,SIMS,"QUAD CITY DOWNS, INC. - IT.",December,2012
686226.0,LIVE,TWIN SPIRES/YOUBET,December,2012
3882871.4,SIMS,TWIN SPIRES/YOUBET,December,2012
373294.7,LIVE,TVG,December,2012
2985639.0,SIMS,TVG,December,2012
69648.7,LIVE,BETZOTIC,December,2012
80964.9,SIMS,BETZOTIC,December,2012
180826.7,LIVE,XPRESSBET,December,2012
957635.4,SIMS,XPRESSBET,December,2012
